-0.1478801	0.1732866	-0.09615443	-0.1986813	0.103511125	-0.15359522	-0.18046202	-0.19944677	0.15201429	0.13775928	0.10803025	0.112257436	0.1290367	0.15082633	-0.18265821	0.18462297
-0.0716035	0.070366904	-0.07095089	-0.05131558	0.013115767	-0.067401014	-0.071639955	-0.03404789	-0.006355657	0.020672336	0.10923124	0.037036397	0.029475959	0.003695879	-0.06895827	0.037905943
0.03306247	-0.07061292	0.08131108	0.08296636	-0.053592984	0.027313378	0.08247457	0.0984666	-0.03828959	-0.105955705	-0.031955782	-0.052446917	-0.05066702	-0.03532442	0.06299089	-0.101470165
-0.07623183	0.051580545	-0.1020781	-0.076335765	0.07272836	-0.0734365	-0.111041255	-0.11822559	0.07879585	0.08356695	0.04426794	0.029665517	0.10675388	0.058037505	-0.057490606	0.08186608
-0.42676896	0.30123702	-0.27095097	-0.32892588	0.28532246	-0.23703012	-0.29409212	-0.30009872	0.24693653	0.38838816	0.34660447	0.20424722	0.26965675	0.26746458	-0.29735687	0.25018662
0.017703766	-0.09432411	0.06528394	0.055560235	-0.11970127	0.14561959	0.08019866	0.07781306	-0.10350434	-0.06845429	-0.08356515	-0.1473076	-0.09005376	-0.080691755	0.16325232	-0.07159559
0.17454386	-0.14218095	0.09719036	0.10809195	-0.14493245	0.063459635	0.14024863	0.083780475	-0.093927294	-0.09013647	-0.08467278	-0.085198656	-0.048769496	-0.14612682	0.07733324	-0.09983099
-0.17379373	0.05664937	-0.06678387	-0.16050209	0.081664085	-0.09418148	-0.12253706	-0.089342594	0.08806925	0.17676306	0.16545284	0.037765246	0.06664292	0.103612214	-0.13271305	0.07774557
-0.28136638	0.19462614	-0.22199887	-0.24786338	0.15520559	-0.17504367	-0.14144197	-0.2253801	0.1107252	0.18236165	0.17361978	0.17076756	0.20877098	0.17593691	-0.13656159	0.16540676
0.1790432	-0.09016978	0.079694696	0.050971337	-0.028602526	0.09005935	0.066907465	0.14417122	-0.10462232	-0.082985744	-0.092595056	-0.01692228	-0.08090013	-0.11862842	0.044362843	-0.10001901
-0.10752507	-0.040243033	-0.058851898	0.008470622	-0.005426451	0.022017946	-0.048616122	-0.07718071	0.014464934	-0.0037079707	0.058138214	0.021199912	-0.03822907	-0.00033595605	-0.0026128208	0.0079377
-0.024354499	0.110286824	-0.08046503	-0.09042498	0.14583062	-0.12089219	-0.1550209	-0.08501617	0.119118646	0.11444178	0.15513876	0.14226975	0.11363607	0.12924725	-0.16849808	0.1821475
0.058957465	0.0032178122	0.021440983	-0.014061328	-0.0094530145	-0.020634498	-0.014925976	0.0012011335	-0.06088456	-0.068540774	-0.057818096	-0.06728503	0.0085517345	-0.006610196	0.023983672	0.012969022
0.3179029	-0.2146409	0.23187648	0.16686364	-0.13213353	0.17048939	0.1765401	0.2346811	-0.12862757	-0.28556663	-0.24665773	-0.105076574	-0.17874749	-0.18480395	0.12896667	-0.2092408
-0.3748697	0.40111902	-0.4213411	-0.34876618	0.38887215	-0.3002119	-0.32226852	-0.34098813	0.30384788	0.31621155	0.35838154	0.32086772	0.3282359	0.43034682	-0.39867944	0.33514327
0.1360155	-0.09348123	0.121141374	0.050120827	-0.10768765	0.017017083	0.108699866	0.13750044	-0.07555584	-0.080218755	-0.13485625	-0.018561492	-0.01572565	-0.06303772	0.08705214	-0.07383522
0.0901897	-0.09810456	0.07310559	0.060474463	-0.09923375	0.053565294	0.030123303	0.12565468	-0.016211843	-0.143003	-0.11315246	-0.052624885	-0.03228825	-0.10694235	0.08370463	-0.088253796
0.41188484	-0.25665757	0.26871672	0.3073358	-0.19787857	0.20019244	0.27334034	0.26665923	-0.24715093	-0.29228523	-0.30158398	-0.25434187	-0.22228615	-0.2749357	0.23103434	-0.21019953
0.07851007	0.009029533	0.0008478975	0.06613039	0.011043536	0.05641814	-0.004105918	0.022517178	-0.042144224	-0.0042349184	-0.055244792	-0.06298595	-0.06981194	-0.05016145	0.07652767	-0.04241703
-0.26410842	0.09814233	-0.117254995	-0.1226501	0.07229562	0.021425191	-0.052257534	-0.10686606	-0.036432017	0.16029477	0.08251	0.040593646	0.059600044	0.13631332	-0.008842313	0.04700681
0.38946396	-0.22097322	0.21318892	0.2671862	-0.18341638	0.11785878	0.14219192	0.31748495	-0.16586147	-0.27100998	-0.2793933	-0.101725586	-0.20987399	-0.21025403	0.15627779	-0.17777056
-0.13064782	0.10797284	-0.09231234	-0.14995615	0.07440012	-0.12821788	-0.078910805	-0.09224542	0.071107246	0.09251443	0.13770561	0.10662789	0.12777586	0.13886803	-0.07251707	0.13380745
0.11226588	-0.19938405	0.11897317	0.13354921	-0.19157982	0.16466396	0.1134728	0.20489527	-0.15085272	-0.1135211	-0.101442315	-0.14312416	-0.12037287	-0.18005137	0.16200887	-0.16924024
-0.08941624	0.1632868	-0.13756016	-0.13910696	0.18176174	-0.13882114	-0.2080437	-0.117852874	0.20122159	0.11868213	0.15557523	0.15522464	0.18709059	0.17915052	-0.20630048	0.18202336
0.14042433	-0.11598019	0.13345444	0.15276001	-0.16667534	0.11558606	0.08393868	0.13280618	-0.17350154	-0.07795653	-0.13890214	-0.17388643	-0.14696641	-0.11815628	0.16512653	-0.10845133
0.16112588	-0.1675684	0.12295929	0.21641397	-0.13936675	0.10734981	0.17344108	0.16294849	-0.1486281	-0.17880134	-0.15860745	-0.15377903	-0.12209951	-0.1274336	0.16684824	-0.16723502
0.19818509	0.014778068	0.027565522	0.040244795	-0.055470496	0.018486368	0.039989665	0.13002487	-0.0057020355	-0.14869241	-0.09923688	-0.026318125	-0.005554146	-0.044849966	0.0034535006	0.013829513
-0.078009516	0.033700038	-0.06519556	-0.06620778	0.013986828	-0.036681067	-0.020485856	-0.04574227	0.041779455	0.07697835	0.06710423	-0.004357537	0.016637858	0.02499208	-0.011278421	0.03445781
0.2582176	-0.20451938	0.22243698	0.2281924	-0.20548995	0.25023	0.18983904	0.25058633	-0.18105447	-0.2195559	-0.22438055	-0.2230138	-0.1827768	-0.1853988	0.25157204	-0.21703997
-0.27136827	0.09561519	-0.1398051	-0.12060242	0.117779754	0.0059110536	-0.050292037	-0.16308452	0.052476276	0.15695506	0.16554688	0.05898836	0.080091566	0.13669017	-0.10298129	0.083837554
